venta_id,cliente_id,producto_id,fecha_compra,cantidad,precio,descuento_pct,tienda_id,campana
8014939,104151.0,2268,2024-08-19,3,"15,97€",5.0,2,verano_2024
8028353,,2298,2024-08-15,4,"13,11€",5.0,2,verano_2024
8006995,107407.0,2278,2024-09-05,2,"1,34€",0.0,1,verano_2024
8014682,100628.0,2277,2024-08-05,1,"9,39€",0.0,1,verano_2024
8027940,109136.0,2003,2024-07-23,3,"11,34€",5.0,2,verano_2024
8037058,112357.0,2734,2024-08-23,4,"18,15€",10.0,4,verano_2024
8030804,113217.0,2194,2024-08-17,3,"24,19€",5.0,1,verano_2024
8035726,109381.0,3718,07/09/2024,3,"24,27€",0.0,2,verano_2024
8022955,100215.0,2278,2024-07-20,2,"1,34€",0.0,1,verano_2024
8026324,109667.0,3440,13/07/2024,1,"1,81€",0.0,2,verano_2024
8038127,105021.0,2284,2024-08-14,3,"17,93€",10.0,5,verano_2024
8005109,102364.0,2264,2024-08-19,2,"13,32€",0.0,4,verano_2024
8017421,109418.0,2024,2024-08-17,3,"6,74€",10.0,3,verano_2024
8014652,112302.0,2103,2024-08-11,1,"17,14€",5.0,1,verano_2024
8020043,102448.0,2552,18/08/2024,2,"8,24€",0.0,1,verano_2024
8005062,101300.0,2863,2024-08-08,1,"15,91€",0.0,1,verano_2024
8019201,104334.0,3489,2024-08-17,3,"4,68€",15.0,4,verano_2024
8001299,101152.0,2368,14/07/2024,3,"18,14€",0.0,1,verano_2024
8001388,102524.0,2278,22/07/2024,2,"1,34€",5.0,2,verano_2024
8038033,115206.0,2337,08/08/2024,4,"11,64€",0.0,2,verano_2024
8003098,110405.0,2192,2024-08-18,2,"20,84€",10.0,5,verano_2024
8036944,102731.0,2181,2024-08-10,1,"8,44€",15.0,2,verano_2024
8031192,104149.0,2046,2024-06-28,3,"10,6€",0.0,4,verano_2024
8037298,103154.0,2018,26/07/2024,1,"4,12€",0.0,1,verano_2024
8006628,107229.0,2196,"Sep 2, 2024",2,"12,04€",0.0,2,verano_2024
8027242,102566.0,2125,2024-08-27,2,"21,08€",0.0,1,verano_2024
8007282,112701.0,2177,18/08/2024,2,"0,87€",0.0,1,verano_2024
8012837,114803.0,2353,10/07/2024,1,"14,64€",5.0,1,verano_2024
8013760,103858.0,2178,2024-08-04,1,"16,41€",10.0,1,verano_2024
8043786,104128.0,3578,2024-08-16,2,"7,92€",10.0,1,verano_2024
8008318,104021.0,2361,2024-07-26,2,"24,06€",0.0,2,verano_2024
8038211,100635.0,2242,2024-07-29,1,"24,56€",15.0,2,verano_2024
8032323,108868.0,3182,2024-07-31,5,"20,73€",15.0,1,verano_2024
8003499,108955.0,3497,14/08/2024,2,"17,34€",0.0,1,verano_2024
8010734,110610.0,2130,2024-08-06,3,"15,71€",5.0,3,verano_2024
8026454,107147.0,2307,26/07/2024,1,"12,74€",10.0,2,verano_2024
8023899,105262.0,2143,2024-07-09,1,"10,91€",0.0,1,verano_2024
8036050,114225.0,3081,23/07/2024,2,"24,49€",0.0,2,verano_2024
8002339,113055.0,2062,26/07/2024,1,"7,41€",0.0,1,verano_2024
8028478,106845.0,2081,"Aug 10, 2024",4,"7,65€",5.0,2,verano_2024
8010114,109459.0,3194,2024-08-10,1,"11,57€",15.0,1,verano_2024
8035758,104648.0,2144,2024-08-29,5,"6,14€",0.0,2,verano_2024
8019866,108609.0,2108,29/07/2024,2,"10,79€",0.0,1,verano_2024
8035271,105935.0,3220,2024-08-24,1,"11,71€",0.0,3,verano_2024
8029893,106035.0,2584,03/09/2024,1,"22,3€",0.0,1,verano_2024
8027217,107284.0,2152,05/08/2024,1,"21,56€",10.0,1,verano_2024
8013972,104884.0,2218,2024-08-18,1,"5,98€",0.0,1,verano_2024
8024603,108753.0,2702,2024-08-03,2,"10,63€",20.0,2,verano_2024
8028944,108935.0,2292,2024-07-31,1,"12,8€",15.0,2,verano_2024
8030642,101046.0,2137,2024-07-26,1,"11,88€",20.0,1,verano_2024
8013834,104328.0,2171,2024-09-10,1,"7,26€",0.0,3,verano_2024
8036565,101241.0,2277,2024-08-16,2,"9,39€",5.0,5,verano_2024
8020392,101645.0,2145,2024-08-16,4,"18,59€",0.0,2,verano_2024
8026111,108782.0,2443,"Aug 7, 2024",2,"15,44€",0.0,1,verano_2024
8010634,100129.0,2069,2024-08-26,1,"10,78€",20.0,1,verano_2024
8032963,100019.0,2125,2024-09-08,5,"21,08€",10.0,2,verano_2024
8012920,106811.0,2165,19/07/2024,1,"16,6€",0.0,2,verano_2024
8011065,106289.0,3402,2024-08-30,1,"9,91€",15.0,2,verano_2024
8022359,102253.0,2205,2024-07-26,2,"21,52€",0.0,1,verano_2024
8005917,102331.0,3414,13/08/2024,1,"18,7€",5.0,1,verano_2024
8026152,109883.0,2275,2024-08-12,1,"8,0€",0.0,5,verano_2024
8022455,,2332,2024-07-26,3,"10,31€",0.0,1,verano_2024
8033589,106176.0,2144,2024-07-31,1,"6,14€",0.0,2,verano_2024
8014035,,2334,2024-08-17,2,"6,9€",10.0,2,verano_2024
8004127,101037.0,2171,2024-07-28,1,"7,26€",0.0,5,verano_2024
8011553,100085.0,3781,"Sep 5, 2024",1,"4,08€",0.0,2,verano_2024
8014300,108149.0,2333,20/07/2024,1,"9,89€",5.0,2,verano_2024
8012365,111606.0,3283,2024-08-01,4,"4,61€",0.0,4,verano_2024
8036673,100102.0,3676,2024-08-01,3,"12,06€",0.0,1,verano_2024
8038964,104806.0,2444,2024-08-29,1,"21,56€",0.0,2,verano_2024
8030526,104441.0,2233,07/08/2024,1,"13,33€",0.0,2,verano_2024
8022806,101233.0,3139,2024-08-04,1,"22,88€",15.0,1,verano_2024
8040079,108122.0,2355,2024-09-04,1,"14,11€",0.0,3,verano_2024
8028256,106462.0,2010,15/07/2024,1,"1,66€",10.0,5,verano_2024
8032611,110847.0,2373,2024-07-17,2,"13,34€",0.0,2,verano_2024
8016215,104929.0,2307,2024-07-24,3,"12,74€",0.0,2,verano_2024
8010017,110376.0,2086,2024-07-05,1,"8,74€",10.0,3,verano_2024
8001381,107499.0,3754,2024-07-11,1,"16,98€",0.0,2,verano_2024
8008714,103401.0,2184,2024-08-19,2,"2,3€",15.0,1,verano_2024
8029213,105976.0,2280,2024-08-16,2,"10,24€",0.0,2,verano_2024
8011748,112726.0,2136,01/07/2024,2,"17,82€",0.0,3,verano_2024
8010126,101368.0,2291,2024-08-29,1,"6,63€",5.0,2,verano_2024
8019608,104102.0,2155,"Aug 17, 2024",2,"17,81€",5.0,3,verano_2024
8005444,109393.0,2145,2024-08-22,1,"18,59€",0.0,1,verano_2024
8031766,105661.0,2200,2024-08-01,3,"22,18€",0.0,2,verano_2024
8007096,105363.0,2184,2024-07-15,1,"2,3€",5.0,1,verano_2024
8022709,109111.0,2134,2024-07-17,2,"20,0€",0.0,3,verano_2024
8036763,101742.0,2050,2024-07-23,1,"1,68€",0.0,1,verano_2024
8010141,112670.0,2186,2024-07-16,1,"14,5€",10.0,1,verano_2024
8036300,109795.0,2158,2024-08-10,1,"11,97€",0.0,2,verano_2024
8041961,104717.0,2107,2024-07-25,5,"12,91€",5.0,4,verano_2024
8023275,114535.0,2922,2024-07-24,5,"24,41€",15.0,3,verano_2024
8016240,109413.0,2033,2024-07-14,4,"8,41€",5.0,2,verano_2024
8035568,106209.0,3237,2024-08-15,1,"16,61€",10.0,4,verano_2024
8017962,102432.0,2284,"Aug 8, 2024",1,"17,93€",0.0,3,verano_2024
8015207,107766.0,2362,2024-09-03,3,"10,21€",5.0,3,verano_2024
8042924,112436.0,3557,2024-07-27,2,"22,94€",0.0,1,verano_2024
8024638,112402.0,2107,2024-09-08,2,"12,91€",5.0,4,verano_2024
8004290,106078.0,2233,2024-08-06,2,"13,33€",0.0,2,verano_2024
8020384,107306.0,2224,2024-08-19,1,"22,13€",10.0,2,verano_2024
8043630,105730.0,2011,10/07/2024,4,"15,76€",15.0,1,verano_2024
8034101,107486.0,2318,2024-07-23,2,"17,76€",0.0,2,verano_2024
8025719,106073.0,2296,2024-08-13,1,"2,28€",0.0,2,verano_2024
8031719,,2253,2024-08-21,4,"11,8€",5.0,1,verano_2024
8006408,103364.0,2921,2024-08-14,4,"0,88€",5.0,4,verano_2024
8004317,114394.0,2677,2024-08-16,1,"24,16€",0.0,5,verano_2024
8039618,104941.0,2172,"Aug 4, 2024",2,"7,42€",10.0,1,verano_2024
8034251,111897.0,2048,25/08/2024,4,"1,58€",0.0,4,verano_2024
8033816,106790.0,3370,"Aug 4, 2024",1,"7,59€",0.0,4,verano_2024
8027858,114980.0,3141,2024-08-26,1,"9,64€",0.0,1,verano_2024
8010153,103566.0,2230,05/08/2024,4,"11,18€",0.0,1,verano_2024
8006740,104108.0,2147,09/08/2024,2,"24,36€",0.0,1,verano_2024
8015883,110404.0,2323,2024-08-04,5,"1,78€",5.0,3,verano_2024
8031046,111784.0,2309,2024-09-13,2,"15,04€",0.0,2,verano_2024
8043526,102744.0,2102,2024-06-20,2,"16,66€",0.0,4,verano_2024
8014463,107817.0,2139,2024-07-31,1,"12,6€",0.0,3,verano_2024
8026779,114616.0,2295,2024-09-07,1,"16,22€",10.0,4,verano_2024
8042488,104803.0,2286,2024-08-19,3,"11,94€",5.0,1,verano_2024
8005460,110894.0,2405,2024-08-02,1,"24,93€",15.0,2,verano_2024
8036881,112022.0,2077,2024-07-23,3,"10,71€",0.0,5,verano_2024
8033187,111176.0,2212,2024-06-20,1,"21,38€",5.0,1,verano_2024
8036252,106940.0,2158,"Aug 9, 2024",1,"11,97€",0.0,5,verano_2024
8010329,112422.0,2293,2024-08-05,1,"21,13€",0.0,2,verano_2024
8009356,109261.0,2264,2024-07-24,2,"13,32€",0.0,3,verano_2024
8039493,113022.0,2270,09/09/2024,2,"24,72€",15.0,2,verano_2024
8015999,109080.0,2149,08/08/2024,2,"3,29€",15.0,2,verano_2024
8041557,101848.0,2192,2024-09-06,4,"20,84€",5.0,2,verano_2024
8005706,110801.0,2052,24/06/2024,3,"1,68€",0.0,4,verano_2024
8007344,100126.0,2054,2024-07-16,1,"9,46€",5.0,1,verano_2024
8017063,105871.0,2408,2024-07-28,3,"16,37€",10.0,2,verano_2024
8013691,107726.0,2355,19/08/2024,1,"14,11€",10.0,3,verano_2024
8016950,103941.0,2299,2024-09-06,5,"1,73€",10.0,5,verano_2024
8028367,104422.0,2233,2024-08-25,2,"13,33€",0.0,4,verano_2024
8034469,105811.0,2460,2024-08-18,1,"6,09€",5.0,4,verano_2024
8016047,100856.0,2309,2024-08-26,1,"15,04€",15.0,1,verano_2024
8024258,114779.0,2023,2024-08-28,2,"4,64€",0.0,4,verano_2024
8027806,,3685,2024-08-05,1,"4,53€",10.0,4,verano_2024
8029260,103789.0,2805,13/08/2024,3,"1,69€",5.0,1,verano_2024
8003211,109834.0,2206,2024-07-26,1,"3,72€",10.0,2,verano_2024
8024310,104942.0,3702,27/06/2024,1,"1,58€",0.0,3,verano_2024
8010955,103120.0,2234,2024-08-14,1,"2,36€",0.0,3,verano_2024
8008793,104671.0,2109,2024-08-11,1,"10,44€",0.0,5,verano_2024
8020022,109879.0,2090,23/08/2024,3,"5,87€",5.0,1,verano_2024
8036540,113856.0,2368,"Aug 24, 2024",2,"18,14€",15.0,5,verano_2024
8024141,107663.0,2098,11/08/2024,1,"24,35€",0.0,4,verano_2024
8027633,100102.0,2190,2024-06-20,3,"22,62€",10.0,1,verano_2024
8037567,111510.0,2863,2024-08-17,1,"15,91€",20.0,4,verano_2024
8039396,102062.0,2080,2024-08-14,1,"10,53€",15.0,2,verano_2024
8016500,113970.0,2108,29/08/2024,1,"10,79€",5.0,3,verano_2024
8042515,100434.0,2179,"Aug 22, 2024",1,"21,86€",5.0,2,verano_2024
8018079,111864.0,2116,2024-08-02,1,"11,67€",20.0,1,verano_2024
8034365,101974.0,2185,2024-07-05,2,"11,68€",10.0,3,verano_2024
8007059,112277.0,2643,2024-08-11,1,"14,67€",0.0,2,verano_2024
8013769,105251.0,2138,2024-08-16,3,"7,32€",10.0,1,verano_2024
8026889,101688.0,2179,2024-07-24,2,"21,86€",0.0,1,verano_2024
8004662,114915.0,2269,2024-08-08,5,"5,43€",0.0,1,verano_2024
8033798,114487.0,2322,2024-08-14,1,"3,85€",10.0,4,verano_2024
8015195,111266.0,3349,2024-08-19,1,"23,73€",15.0,2,verano_2024
8016293,105983.0,2031,2024-08-10,2,"7,29€",20.0,4,verano_2024
8025616,112124.0,2018,05/08/2024,1,"4,12€",5.0,3,verano_2024
8017715,105936.0,2323,2024-08-24,1,"1,78€",0.0,5,verano_2024
8017405,114629.0,2162,2024-07-20,2,"16,04€",10.0,2,verano_2024
8004999,103424.0,2355,2024-07-24,2,"14,11€",5.0,2,verano_2024
8007220,110436.0,2199,2024-08-16,1,"11,6€",5.0,1,verano_2024
8010975,104210.0,2225,"Aug 20, 2024",1,"12,39€",0.0,3,verano_2024
8022069,110720.0,2246,2024-08-08,1,"8,07€",10.0,3,verano_2024
8027066,106170.0,2276,2024-08-18,1,"18,3€",0.0,3,verano_2024
8040191,106026.0,2273,2024-09-12,1,"9,49€",20.0,3,verano_2024
8006815,101523.0,2111,2024-07-22,1,"7,44€",0.0,1,verano_2024
8030315,100299.0,2279,31/07/2024,1,"17,13€",10.0,1,verano_2024
8017096,105682.0,2080,20/08/2024,1,"10,53€",5.0,3,verano_2024
8017730,104720.0,2167,2024-07-26,3,"3,46€",10.0,3,verano_2024
8032784,107304.0,2354,2024-09-06,1,"10,62€",10.0,2,verano_2024
8030051,110539.0,2156,2024-08-05,3,"10,91€",0.0,5,verano_2024
8039949,106584.0,2048,2024-07-31,1,"1,58€",0.0,3,verano_2024
8008543,113412.0,2312,2024-07-16,1,"4,67€",15.0,2,verano_2024
8027907,114912.0,2062,2024-08-11,3,"7,41€",5.0,4,verano_2024
8032240,110598.0,2103,2024-08-19,3,"17,14€",0.0,1,verano_2024
8010057,113196.0,2300,2024-08-07,2,"23,37€",0.0,2,verano_2024
8035740,103472.0,2328,08/09/2024,1,"23,24€",0.0,2,verano_2024
8003698,102633.0,2095,2024-07-26,1,"7,18€",0.0,1,verano_2024
8035434,103689.0,2035,2024-08-16,2,"2,94€",0.0,2,verano_2024
8037267,110934.0,2320,2024-08-22,2,"23,88€",5.0,1,verano_2024
8022844,105638.0,2080,13/08/2024,1,"10,53€",15.0,1,verano_2024
8037926,111136.0,2030,2024-07-31,1,"12,43€",10.0,4,verano_2024
8034388,104073.0,2240,2024-08-31,1,"11,83€",0.0,2,verano_2024
8007385,106791.0,2782,2024-07-30,1,"18,76€",0.0,3,verano_2024
8006642,101639.0,2285,2024-07-31,3,"24,63€",0.0,2,verano_2024
8029446,105030.0,2269,2024-07-28,5,"5,43€",5.0,3,verano_2024
8038279,103568.0,2241,2024-07-01,4,"8,37€",15.0,5,verano_2024
8040431,105336.0,2145,2024-07-31,1,"18,59€",15.0,1,verano_2024
8008021,113708.0,2198,14/08/2024,2,"23,67€",20.0,1,verano_2024
8014955,112236.0,2362,2024-08-10,1,"10,21€",15.0,2,verano_2024
8028815,100499.0,2156,2024-07-02,1,"10,91€",5.0,1,verano_2024
8033334,106149.0,2341,2024-08-16,1,"22,51€",0.0,1,verano_2024
8001460,107355.0,2084,23/08/2024,2,"4,98€",0.0,4,verano_2024
8011561,105682.0,2086,2024-08-07,2,"8,74€",0.0,3,verano_2024
8026925,105591.0,3695,2024-08-25,2,"24,28€",5.0,5,verano_2024
8028639,112988.0,2325,13/07/2024,2,"8,36€",0.0,4,verano_2024
8033488,109287.0,2192,18/07/2024,5,"20,84€",0.0,1,verano_2024
8004083,108097.0,2212,2024-08-22,1,"21,38€",0.0,1,verano_2024
8037235,111814.0,3642,02/07/2024,3,"0,57€",20.0,4,verano_2024
8025132,103029.0,2150,2024-07-30,1,"20,36€",0.0,1,verano_2024
8003154,108506.0,2137,2024-09-11,2,"11,88€",20.0,1,verano_2024
8034377,104080.0,2539,2024-07-28,2,"21,35€",5.0,1,verano_2024
8007798,101126.0,2173,2024-07-28,1,"8,95€",0.0,1,verano_2024
8043062,104500.0,2221,2024-09-05,1,"23,07€",0.0,5,verano_2024
8024606,103015.0,2305,2024-09-03,3,"19,22€",10.0,3,verano_2024
8004509,107644.0,2126,03/08/2024,2,"2,55€",0.0,2,verano_2024
8015301,109706.0,2251,2024-08-24,4,"9,42€",0.0,1,verano_2024
8021255,109728.0,2252,2024-08-28,2,"8,07€",0.0,2,verano_2024
8023727,100548.0,3211,2024-08-14,2,"1,28€",0.0,1,verano_2024
8022407,104095.0,2099,2024-07-11,3,"22,08€",5.0,2,verano_2024
8032658,108836.0,2148,2024-08-06,1,"14,55€",0.0,3,verano_2024
8021729,103905.0,3477,2024-08-14,3,"9,03€",15.0,1,verano_2024
8012240,111831.0,2267,2024-08-03,2,"3,76€",0.0,2,verano_2024
8006328,104514.0,2026,2024-08-05,1,"2,94€",0.0,1,verano_2024
8026825,112280.0,2231,2024-07-09,1,"17,87€",10.0,2,verano_2024
8015239,111923.0,2342,2024-07-26,1,"14,18€",0.0,1,verano_2024
8032652,104992.0,2228,"Aug 6, 2024",2,"19,21€",0.0,5,verano_2024
8025808,102173.0,2175,2024-07-23,1,"9,95€",20.0,4,verano_2024
8004354,101982.0,2221,30/07/2024,2,"23,07€",10.0,3,verano_2024
8026986,114410.0,2112,2024-08-11,2,"5,99€",10.0,2,verano_2024
8008493,112774.0,2041,2024-07-10,1,"7,91€",5.0,2,verano_2024
8028701,113302.0,2033,2024-08-20,2,"8,41€",0.0,4,verano_2024
8002150,108843.0,2025,2024-08-17,1,"8,44€",0.0,1,verano_2024
8021788,113975.0,2100,"Sep 13, 2024",2,"7,03€",0.0,3,verano_2024
8034316,106552.0,2088,2024-08-29,3,"2,37€",0.0,4,verano_2024
8023225,113490.0,2260,25/07/2024,2,"22,68€",15.0,2,verano_2024
8013124,104391.0,2081,2024-09-02,2,"7,65€",10.0,1,verano_2024
8002386,103019.0,3519,2024-08-29,3,"13,36€",5.0,1,verano_2024
8010548,112455.0,2276,2024-07-30,1,"18,3€",5.0,1,verano_2024
8006964,110196.0,2330,2024-09-08,3,"16,37€",10.0,5,verano_2024
8026083,102727.0,2060,2024-08-09,1,"3,54€",0.0,3,verano_2024
8030154,108763.0,2115,2024-07-27,1,"5,85€",5.0,2,verano_2024
8032003,104609.0,2100,2024-08-21,3,"7,03€",0.0,1,verano_2024
8018718,105446.0,2178,2024-08-07,2,"16,41€",0.0,5,verano_2024
8027612,113517.0,2123,2024-07-30,4,"21,4€",15.0,1,verano_2024
8009930,104418.0,2210,2024-09-06,3,"2,29€",0.0,3,verano_2024
8020639,113140.0,2106,2024-07-16,1,"9,41€",15.0,5,verano_2024
8035777,115008.0,2131,2024-07-03,1,"19,28€",0.0,1,verano_2024
8040571,109206.0,2148,2024-07-04,2,"14,55€",0.0,2,verano_2024
8010009,113553.0,2067,2024-08-15,1,"4,67€",0.0,1,verano_2024
8018193,,3544,03/09/2024,1,"17,68€",15.0,4,verano_2024
8028320,108306.0,2732,"Aug 14, 2024",1,"2,18€",5.0,3,verano_2024
8016870,113370.0,2494,2024-07-31,1,"0,51€",10.0,4,verano_2024
8024069,110031.0,3426,10/08/2024,3,"6,35€",0.0,3,verano_2024
8012542,104757.0,2191,"Jul 21, 2024",1,"2,7€",0.0,3,verano_2024
8043371,105226.0,2130,2024-08-16,1,"15,71€",0.0,3,verano_2024
8006071,103188.0,2156,2024-08-21,1,"10,91€",15.0,3,verano_2024
8019443,105116.0,2326,2024-08-18,2,"22,86€",15.0,1,verano_2024
8034242,107278.0,2163,06/09/2024,1,"21,5€",10.0,2,verano_2024
8009325,104530.0,3600,2024-08-17,1,"3,54€",0.0,1,verano_2024
8009225,108419.0,2351,2024-08-09,1,"11,43€",0.0,1,verano_2024
8025047,113395.0,2250,10/08/2024,2,"20,86€",0.0,2,verano_2024
8036611,104656.0,3275,2024-07-26,2,"23,54€",10.0,5,verano_2024
8033267,102992.0,2344,25/06/2024,2,"23,39€",0.0,2,verano_2024
8040929,109049.0,2061,2024-08-24,1,"7,09€",0.0,1,verano_2024
8012942,103670.0,2452,06/09/2024,1,"7,29€",0.0,1,verano_2024
8028583,106221.0,2026,2024-07-25,3,"2,94€",20.0,2,verano_2024
8007778,104217.0,2037,2024-07-23,1,"0,89€",5.0,4,verano_2024
8026678,100403.0,2328,2024-07-01,1,"23,24€",5.0,4,verano_2024
8011371,109817.0,2049,2024-07-12,1,"4,13€",10.0,3,verano_2024
8025264,108794.0,2220,2024-07-16,1,"15,41€",0.0,4,verano_2024
8011513,109603.0,2206,19/08/2024,1,"3,72€",0.0,2,verano_2024
8008652,108339.0,2183,2024-08-09,1,"6,18€",0.0,1,verano_2024
8034166,108516.0,2096,2024-07-08,2,"20,94€",10.0,5,verano_2024
8041125,103207.0,2228,2024-07-11,1,"19,21€",5.0,2,verano_2024
8004512,108687.0,3275,12/08/2024,3,"23,54€",0.0,2,verano_2024
8006490,111445.0,2186,12/08/2024,1,"14,5€",0.0,2,verano_2024
8023231,102519.0,2180,2024-09-05,1,"11,12€",0.0,2,verano_2024
8035423,101559.0,2339,2024-08-15,1,"2,4€",0.0,3,verano_2024
8027101,106176.0,2944,2024-07-23,3,"24,25€",5.0,2,verano_2024
8013914,111753.0,2157,2024-08-27,1,"4,56€",5.0,5,verano_2024
8039410,113514.0,3298,2024-07-21,1,"18,31€",0.0,5,verano_2024
8033085,100312.0,3523,2024-08-25,1,"16,64€",0.0,1,verano_2024
8004120,101309.0,3687,2024-07-20,3,"9,73€",0.0,5,verano_2024
8024967,102838.0,2018,2024-08-25,3,"4,12€",15.0,2,verano_2024
8014850,114363.0,2347,2024-08-18,1,"24,81€",0.0,4,verano_2024
8012757,110052.0,2024,29/08/2024,1,"6,74€",0.0,4,verano_2024
8030231,104598.0,2160,2024-09-02,1,"24,06€",0.0,4,verano_2024
8009238,111219.0,2259,2024-07-30,2,"22,97€",0.0,2,verano_2024
8002144,106032.0,2011,2024-09-02,3,"15,76€",0.0,4,verano_2024
8028270,104838.0,2125,2024-07-30,1,"21,08€",0.0,2,verano_2024
8003321,103120.0,2321,2024-07-16,4,"16,56€",15.0,2,verano_2024
8019844,113424.0,2081,12/08/2024,1,"7,65€",0.0,2,verano_2024
8013587,114843.0,2278,2024-08-11,3,"1,34€",0.0,1,verano_2024
8004123,100145.0,2073,2024-07-03,1,"1,47€",0.0,2,verano_2024
8027646,104573.0,2086,2024-07-20,2,"8,74€",10.0,2,verano_2024
8021315,103670.0,2178,2024-09-11,4,"16,41€",0.0,1,verano_2024
8007426,112868.0,2105,2024-08-29,4,"9,93€",0.0,2,verano_2024
8031335,113342.0,2191,2024-07-19,4,"2,7€",0.0,2,verano_2024
8007577,114251.0,2049,16/07/2024,3,"4,13€",0.0,5,verano_2024
8031907,108713.0,2368,2024-07-19,3,"18,14€",0.0,1,verano_2024
8005307,107370.0,2065,2024-08-29,2,"8,07€",5.0,2,verano_2024
8005866,101571.0,2072,2024-08-26,1,"1,36€",0.0,3,verano_2024
8038451,113247.0,3155,2024-08-19,1,"7,37€",0.0,1,verano_2024
8035534,112905.0,2130,2024-07-31,2,"15,71€",10.0,2,verano_2024
8028176,107723.0,2059,19/07/2024,1,"5,82€",0.0,4,verano_2024
8001914,110551.0,2323,2024-07-20,1,"1,78€",0.0,1,verano_2024
8011280,110021.0,2336,2024-08-09,1,"16,14€",0.0,4,verano_2024
8027033,100479.0,2368,2024-08-03,1,"18,14€",10.0,2,verano_2024
8001896,114444.0,2185,2024-08-28,1,"11,68€",0.0,2,verano_2024
8010129,104870.0,2235,2024-08-19,2,"6,28€",0.0,2,verano_2024
8032240,110598.0,2103,2024-08-19,3,"17,14€",0.0,1,verano_2024
8001674,111740.0,3202,2024-08-10,2,"12,05€",0.0,2,verano_2024
8011091,106229.0,2593,2024-08-20,4,"10,75€",5.0,1,verano_2024
8002831,111008.0,2218,2024-08-16,1,"5,98€",15.0,1,verano_2024
8036173,107255.0,2218,2024-08-22,1,"5,98€",5.0,2,verano_2024
8013366,112913.0,2771,23/08/2024,1,"21,74€",5.0,3,verano_2024
8008242,109202.0,2111,13/08/2024,2,"7,44€",0.0,5,verano_2024
8042234,,2025,2024-07-12,3,"8,44€",0.0,2,verano_2024
8041718,101969.0,2556,26/08/2024,5,"17,07€",0.0,3,verano_2024
8013791,108826.0,3517,2024-07-31,3,"22,08€",10.0,2,verano_2024
8007595,104230.0,2258,2024-08-17,2,"8,3€",0.0,2,verano_2024
8021713,110510.0,3452,2024-07-28,3,"11,73€",0.0,3,verano_2024
8025459,114115.0,2240,2024-08-11,3,"11,83€",15.0,2,verano_2024
8017346,111664.0,2964,2024-09-10,2,"21,86€",15.0,2,verano_2024
8025433,101993.0,3647,29/08/2024,1,"9,01€",5.0,1,verano_2024
8025948,105322.0,2114,2024-08-15,1,"6,47€",10.0,3,verano_2024
8025702,114836.0,3029,2024-09-09,2,"18,07€",20.0,1,verano_2024
8029020,103881.0,2104,2024-07-11,1,"1,43€",10.0,5,verano_2024
8001437,102354.0,2357,09/08/2024,2,"20,23€",5.0,1,verano_2024
8027689,113297.0,3027,2024-09-08,2,"7,78€",0.0,4,verano_2024
8030113,111585.0,2052,31/07/2024,1,"1,68€",0.0,4,verano_2024
8030254,104098.0,2361,11/07/2024,2,"24,06€",10.0,1,verano_2024
8040120,105742.0,2117,2024-07-26,2,"15,5€",10.0,3,verano_2024
8004922,105834.0,2049,"Jul 15, 2024",5,"4,13€",0.0,1,verano_2024
8016320,105281.0,2298,2024-08-12,2,"13,11€",0.0,2,verano_2024
8027243,112423.0,2821,2024-08-20,1,"5,08€",0.0,2,verano_2024
8002275,107582.0,2147,23/08/2024,2,"24,36€",0.0,1,verano_2024
8043419,112637.0,2362,15/07/2024,1,"10,21€",20.0,1,verano_2024
8043184,106561.0,2084,2024-08-12,1,"4,98€",0.0,1,verano_2024
8026115,100267.0,2280,2024-08-10,1,"10,24€",0.0,2,verano_2024
8038840,106817.0,2243,2024-07-27,1,"9,41€",0.0,2,verano_2024
8031552,104027.0,3383,2024-06-26,4,"5,02€",5.0,1,verano_2024
8030999,102393.0,3644,07/09/2024,1,"22,0€",15.0,3,verano_2024
8016460,104580.0,2193,2024-08-09,2,"20,19€",0.0,3,verano_2024
8028994,101191.0,2021,2024-08-04,2,"14,21€",10.0,1,verano_2024
8031410,106531.0,2254,2024-07-23,1,"20,12€",10.0,3,verano_2024
8001105,100417.0,2224,"Jul 26, 2024",3,"22,13€",0.0,3,verano_2024
8042306,106340.0,2150,2024-07-10,1,"20,36€",0.0,1,verano_2024
8035261,113455.0,2137,2024-07-14,4,"11,88€",0.0,5,verano_2024
8005826,101353.0,2251,2024-08-03,2,"9,42€",0.0,1,verano_2024
8035910,107633.0,3404,28/06/2024,4,"1,95€",20.0,1,verano_2024
8025680,103918.0,2353,2024-08-25,1,"14,64€",10.0,2,verano_2024
8030173,115243.0,3443,21/08/2024,2,"24,09€",0.0,1,verano_2024
8005973,107883.0,2352,2024-07-21,1,"6,23€",10.0,2,verano_2024
8022048,110107.0,2323,2024-08-15,1,"1,78€",5.0,2,verano_2024
8042631,105659.0,3249,2024-08-19,1,"23,48€",15.0,1,verano_2024
8042346,112739.0,2595,08/08/2024,1,"17,93€",0.0,2,verano_2024
8042830,113918.0,2308,08/08/2024,3,"15,34€",0.0,1,verano_2024
8034438,112233.0,2115,2024-08-19,1,"5,85€",0.0,2,verano_2024
8014753,109002.0,3618,30/08/2024,2,"19,75€",0.0,1,verano_2024
8029261,100773.0,2314,2024-08-29,4,"10,61€",5.0,5,verano_2024
8014154,110418.0,2844,2024-08-17,2,"23,91€",0.0,1,verano_2024
